block_num,attack number,attack_txn,t1_from,token_attacked,total_input_eth
14802397,0,0xeaabd851331d9147227ac563a8b828622878d0292af7f4ae81a5496acc418f09,0x666666a0200c2b78eddd1ef279488c6a714f010d,0x8B3192f5eEBD8579568A2Ed41E6FEB402f93f73F,26485336056827966773
14802397,0,0x7bc72eb77dfb057f94bd67a117cc80e0c8310ed1a7c73a6d637bf44457e8d83d,0x356fb65874c735fb7f2a40b11454806506f3051c,0x8B3192f5eEBD8579568A2Ed41E6FEB402f93f73F,26485336056827966773
14802397,0,0x319532ad9eb8f301111e23c776186d49260249b451fc5913dd8b0f679acdaf9f,0x101a49513f9529881329b7bae3bef846ff0ca01c,0x8B3192f5eEBD8579568A2Ed41E6FEB402f93f73F,26485336056827966773
