block_num,t1,t1_from,t1_to,t1_gas_cost_wei,t2,t2_from,t2_to,t2_gas_cost_wei,net_gains_wei,tv,tv_input_amount_wei
14684035,0x3ea3dc35a255c98d2f047939470e21e06dd7553e9c1a60d6ff9b866629ca8c04,0x16986DC82B24987f66939635137E25836DF2Ea61,0x0000000000D9455CC7EB92D06E00582A982f68fe,3321915029777221,0xa57fb984feec887c3c91a5afd44028361c5fdc78faf3fa55bb31966d715fbc1e,0x4EcdE565958DD14Ac37DcC9d3d08125f17c7Aaaf,0x0000000000D9455CC7EB92D06E00582A982f68fe,3003315297639144,33446080934197715,0x9833329aa36e17bf811534b127fed5c666ad518e8c669ffb4ca8f59f3641ed77,498500000000000000
