block_num,t1,t1_from,t1_to,t1_gas_cost_wei,t2,t2_from,t2_to,t2_gas_cost_wei,net_gains_wei,tv,tv_input_amount_wei
14693663,0x32479fed2411a5de2b1fa21a393a432413065c90ad47b35bb097a2c37996407a,0x68CC21f7c777243D1A9c71C2349BfdccD8Ca7B78,0xE8c060F8052E07423f71D445277c61AC5138A2e5,9571329558252928,0x88812db010b8c2f1d9dffe13f54c7a0b6cdf07be5491bb9e079d0fb97c0e5040,0x68CC21f7c777243D1A9c71C2349BfdccD8Ca7B78,0xE8c060F8052E07423f71D445277c61AC5138A2e5,22973490001903210,793678664070166,0x3fe2d2dfbd5f4170f6e6545acb753c44edc61b4b19ead094a7385931b62aa894,250000000000000000
